"DOR","log10_DOR","Rank","TF_names","row.names","MAM","nonMAM","exprDiff","Specificity","regulon_size"
0.2884277930029,-0.539962893168196,157,"MECP2","MECP2(-)",0.228791879407593,0.479187980391498,-0.250396100983905,0,12
0.287473104569635,-0.541402780829596,158,"NFAT5","NFAT5(+)",0.0303918275893305,-0.00143557897102266,0.0318274065603532,0,90
0.286781864528077,-0.542448315990335,159,"ETV5","ETV5(+)",0.11863009491468,0.210703414319262,-0.0920733194045823,-0.0663557874729506,63
0.273767034446742,-0.562618848458462,160,"ETV3","ETV3(+)",0.0300317539250276,0.049930078397153,-0.0198983244721254,-0.104421686306186,86
0.255779841076736,-0.59213368680861,161,"NR1H3","NR1H3(-)",0.829772845802938,0.920882732536791,-0.0911098867338532,0,12
0.248564643772379,-0.604560646034541,162,"BCL6","BCL6(+)",0.0998742113091478,0.0719577664489977,0.0279164448601501,-0.179760261250131,73
0.236854716441255,-0.625517962829556,163,"EGR1","EGR1(+)",-0.0790953257131596,0.0284829573192424,-0.107578283032402,-0.415760544374108,30
0.233350542236801,-0.631991185607294,164,"CEBPA","CEBPA(-)",0.394583213504295,0.621572401008406,-0.226989187504111,-0.420997563556804,21
0.227662108573955,-0.642709246093749,165,"IRF1","IRF1(+)",0.0258000185942255,0.0774952125289358,-0.0516951939347103,-0.280196716741354,103
0.223614637693045,-0.650499771173595,166,"ELK3","ELK3(+)",0.0467723906766192,0.185897816492571,-0.139125425815952,-0.36147430744761,49
0.208763463858053,-0.68034550582904,167,"MITF","MITF(-)",0.296875487981797,0.481209108371298,-0.184333620389501,-0.824548337749532,42
0.191840657378678,-0.717059346049631,168,"RUNX1","RUNX1(-)",0.558156376119285,0.671490535627912,-0.113334159508627,-0.123959609660005,57
0.177998949933574,-0.749582559710205,169,"KDM5A","KDM5A(-)",0.890467428512124,1.05496609735325,-0.164498668841125,0,34
0.16738520614504,-0.776282928502195,170,"FOXK1","FOXK1(-)",0.924271502299824,1.05344439075259,-0.129172888452767,0,14
0.165462626695772,-0.781300085590508,171,"BCL3","BCL3(+)",-0.0470175935600721,0.011957789358822,-0.0589753829188941,-0.0544116477648074,66
0.125662457307076,-0.900794451985438,172,"YY1","YY1(-)",0.181591211939529,0.519913334643616,-0.338322122704087,-0.0148136585001342,21
0.0851272907010851,-1.06993118843651,173,"TGIF1","TGIF1(+)",0.0279786924091813,0.129458566061918,-0.101479873652736,-1.33432185586318,120
